"order_number","product_key","customer_key","order_date","shipping_date","due_date","total_sales","quantity","price"
"SO66852","268","1735","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66852","8","1735","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66852","7","1735","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66852","6","1735","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66853","268","8432","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66854","329","17908","2013-09-22","2013-09-29","2013-10-04",21,1,21
"SO66854","271","17908","2013-09-22","2013-09-29","2013-10-04",2,1,2
"SO66855","332","3784","2013-09-22","2013-09-29","2013-10-04",29,1,29
"SO66855","321","3784","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66855","278","3784","2013-09-22","2013-09-29","2013-10-04",55,1,55
"SO66856","321","16854","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66856","268","16854","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66856","270","16854","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66857","321","6841","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66857","5","6841","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66857","4","6841","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66857","3","6841","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66858","321","14674","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66858","271","14674","2013-09-22","2013-09-29","2013-10-04",2,1,2
"SO66859","319","2702","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66859","328","2702","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66859","5","2702","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66859","4","2702","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66859","3","2702","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66860","319","1940","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66860","328","1940","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66860","271","1940","2013-09-22","2013-09-29","2013-10-04",2,1,2
"SO66860","275","1940","2013-09-22","2013-09-29","2013-10-04",8,1,8
"SO66860","16","1940","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66860","15","1940","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66860","14","1940","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66861","328","2763","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66861","319","2763","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66861","276","2763","2013-09-22","2013-09-29","2013-10-04",22,1,22
"SO66861","16","2763","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66861","15","2763","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66861","14","2763","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66862","276","2183","2013-09-22","2013-09-29","2013-10-04",22,1,22
"SO66862","268","2183","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66862","16","2183","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66862","15","2183","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66862","14","2183","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66862","269","2183","2013-09-22","2013-09-29","2013-10-04",10,1,10
"SO66863","165","5763","2013-09-22","2013-09-29","2013-10-04",2443,1,2443
"SO66863","164","5763","2013-09-22","2013-09-29","2013-10-04",2443,1,2443
"SO66863","331","5763","2013-09-22","2013-09-29","2013-10-04",33,1,33
"SO66863","320","5763","2013-09-22","2013-09-29","2013-10-04",4,1,4
"SO66864","378","3751","2013-09-22","2013-09-29","2013-10-04",769,1,769
"SO66864","265","3751","2013-09-22","2013-09-29","2013-10-04",70,1,70
"SO66864","28","3751","2013-09-22","2013-09-29","2013-10-04",50,1,50
"SO66864","27","3751","2013-09-22","2013-09-29","2013-10-04",50,1,50
"SO66864","26","3751","2013-09-22","2013-09-29","2013-10-04",50,1,50
"SO66864","254","3751","2013-09-22","2013-09-29","2013-10-04",24,1,24
"SO66864","253","3751","2013-09-22","2013-09-29","2013-10-04",24,1,24
"SO66865","383","8816","2013-09-22","2013-09-29","2013-10-04",565,1,565
"SO66865","319","8816","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66865","326","8816","2013-09-22","2013-09-29","2013-10-04",25,1,25
"SO66865","271","8816","2013-09-22","2013-09-29","2013-10-04",2,1,2
"SO66866","363","16125","2013-09-22","2013-09-29","2013-10-04",742,1,742
"SO66866","332","16125","2013-09-22","2013-09-29","2013-10-04",29,1,29
"SO66866","321","16125","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66866","13","16125","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66866","12","16125","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66866","11","16125","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66867","355","17733","2013-09-22","2013-09-29","2013-10-04",2384,1,2384
"SO66867","13","17733","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66867","12","17733","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66867","11","17733","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66868","175","6911","2013-09-22","2013-09-29","2013-10-04",1120,1,1120
"SO66868","174","6911","2013-09-22","2013-09-29","2013-10-04",1120,1,1120
"SO66869","375","13251","2013-09-22","2013-09-29","2013-10-04",540,1,540
"SO66869","270","13251","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66869","275","13251","2013-09-22","2013-09-29","2013-10-04",8,1,8
"SO66870","397","18100","2013-09-22","2013-09-29","2013-10-04",540,1,540
"SO66870","270","18100","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66871","154","3667","2013-09-22","2013-09-29","2013-10-04",2295,1,2295
"SO66871","153","3667","2013-09-22","2013-09-29","2013-10-04",2295,1,2295
"SO66871","328","3667","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66872","167","10220","2013-09-22","2013-09-29","2013-10-04",2443,1,2443
"SO66872","166","10220","2013-09-22","2013-09-29","2013-10-04",2443,1,2443
"SO66872","331","10220","2013-09-22","2013-09-29","2013-10-04",33,1,33
"SO66872","320","10220","2013-09-22","2013-09-29","2013-10-04",4,1,4
"SO66872","5","10220","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66872","4","10220","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66872","3","10220","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66873","144","3235","2013-09-22","2013-09-29","2013-10-04",2320,1,2320
"SO66873","143","3235","2013-09-22","2013-09-29","2013-10-04",2320,1,2320
"SO66873","276","3235","2013-09-22","2013-09-29","2013-10-04",22,1,22
"SO66873","258","3235","2013-09-22","2013-09-29","2013-10-04",24,1,24
"SO66873","257","3235","2013-09-22","2013-09-29","2013-10-04",24,1,24
"SO66874","356","18240","2013-09-22","2013-09-29","2013-10-04",742,1,742
"SO66874","268","18240","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66874","270","18240","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66874","16","18240","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66874","15","18240","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66874","14","18240","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66875","354","15651","2013-09-22","2013-09-29","2013-10-04",2384,1,2384
"SO66876","352","15730","2013-09-22","2013-09-29","2013-10-04",2384,1,2384
"SO66876","270","15730","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66877","396","12139","2013-09-22","2013-09-29","2013-10-04",540,1,540
"SO66877","8","12139","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66877","7","12139","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66877","6","12139","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66877","258","12139","2013-09-22","2013-09-29","2013-10-04",24,1,24
"SO66877","257","12139","2013-09-22","2013-09-29","2013-10-04",24,1,24
"SO66878","396","12374","2013-09-22","2013-09-29","2013-10-04",540,1,540
"SO66878","329","12374","2013-09-22","2013-09-29","2013-10-04",21,1,21
"SO66879","396","12170","2013-09-22","2013-09-29","2013-10-04",540,1,540
"SO66879","329","12170","2013-09-22","2013-09-29","2013-10-04",21,1,21
"SO66879","320","12170","2013-09-22","2013-09-29","2013-10-04",4,1,4
"SO66879","274","12170","2013-09-22","2013-09-29","2013-10-04",120,1,120
"SO66880","397","12168","2013-09-22","2013-09-29","2013-10-04",540,1,540
"SO66881","177","10162","2013-09-22","2013-09-29","2013-10-04",1120,1,1120
"SO66881","176","10162","2013-09-22","2013-09-29","2013-10-04",1120,1,1120
"SO66881","279","10162","2013-09-22","2013-09-29","2013-10-04",54,1,54
"SO66882","179","17419","2013-09-22","2013-09-29","2013-10-04",1120,1,1120
"SO66882","178","17419","2013-09-22","2013-09-29","2013-10-04",1120,1,1120
"SO66882","8","17419","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66882","7","17419","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66882","6","17419","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66882","16","17419","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66882","15","17419","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66882","14","17419","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66883","375","11652","2013-09-22","2013-09-29","2013-10-04",540,1,540
"SO66883","8","11652","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66883","7","11652","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66883","6","11652","2013-09-22","2013-09-29","2013-10-04",35,1,35
"SO66884","395","1622","2013-09-22","2013-09-29","2013-10-04",540,1,540
"SO66884","268","1622","2013-09-22","2013-09-29","2013-10-04",5,1,5
"SO66884","270","1622","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66884","272","1622","2013-09-22","2013-09-29","2013-10-04",9,1,9
"SO66885","380","6257","2013-09-23","2013-09-30","2013-10-05",769,1,769
"SO66885","269","6257","2013-09-23","2013-09-30","2013-10-05",10,1,10
"SO66885","268","6257","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66886","381","6258","2013-09-23","2013-09-30","2013-10-05",769,1,769
"SO66886","266","6258","2013-09-23","2013-09-30","2013-10-05",70,1,70
"SO66886","279","6258","2013-09-23","2013-09-30","2013-10-05",54,1,54
"SO66886","16","6258","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66886","15","6258","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66886","14","6258","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66887","372","6958","2013-09-23","2013-09-30","2013-10-05",1701,1,1701
"SO66887","5","6958","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66887","4","6958","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66887","3","6958","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66888","373","6943","2013-09-23","2013-09-30","2013-10-05",1701,1,1701
"SO66888","270","6943","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66888","268","6943","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66889","270","981","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66890","319","1035","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66890","13","1035","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66890","12","1035","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66890","11","1035","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66891","319","14237","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66891","13","14237","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66891","12","14237","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66891","11","14237","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66892","321","5333","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66892","332","5333","2013-09-23","2013-09-30","2013-10-05",29,1,29
"SO66892","271","5333","2013-09-23","2013-09-30","2013-10-05",2,1,2
"SO66893","154","1486","2013-09-23","2013-09-30","2013-10-05",2295,1,2295
"SO66893","153","1486","2013-09-23","2013-09-30","2013-10-05",2295,1,2295
"SO66893","328","1486","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66893","319","1486","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66893","271","1486","2013-09-23","2013-09-30","2013-10-05",2,1,2
"SO66893","275","1486","2013-09-23","2013-09-30","2013-10-05",8,1,8
"SO66894","16","4073","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66894","15","4073","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66894","14","4073","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66894","383","4073","2013-09-23","2013-09-30","2013-10-05",565,1,565
"SO66895","271","204","2013-09-23","2013-09-30","2013-10-05",2,1,2
"SO66896","274","1112","2013-09-23","2013-09-30","2013-10-05",120,1,120
"SO66897","320","620","2013-09-23","2013-09-30","2013-10-05",4,1,4
"SO66897","13","620","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66897","12","620","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66897","11","620","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66898","331","14374","2013-09-23","2013-09-30","2013-10-05",33,1,33
"SO66898","320","14374","2013-09-23","2013-09-30","2013-10-05",4,1,4
"SO66898","13","14374","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66898","12","14374","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66898","11","14374","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66899","320","13949","2013-09-23","2013-09-30","2013-10-05",4,1,4
"SO66899","331","13949","2013-09-23","2013-09-30","2013-10-05",33,1,33
"SO66900","326","14881","2013-09-23","2013-09-30","2013-10-05",25,1,25
"SO66900","319","14881","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66900","271","14881","2013-09-23","2013-09-30","2013-10-05",2,1,2
"SO66901","327","12216","2013-09-23","2013-09-30","2013-10-05",30,1,30
"SO66901","319","12216","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66901","269","12216","2013-09-23","2013-09-30","2013-10-05",10,1,10
"SO66901","268","12216","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66902","268","5150","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66902","269","5150","2013-09-23","2013-09-30","2013-10-05",10,1,10
"SO66902","278","5150","2013-09-23","2013-09-30","2013-10-05",55,1,55
"SO66903","268","9540","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66903","269","9540","2013-09-23","2013-09-30","2013-10-05",10,1,10
"SO66904","267","9336","2013-09-23","2013-09-30","2013-10-05",70,1,70
"SO66905","265","9011","2013-09-23","2013-09-30","2013-10-05",70,1,70
"SO66906","268","6474","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66907","319","13221","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66907","278","13221","2013-09-23","2013-09-30","2013-10-05",55,1,55
"SO66907","275","13221","2013-09-23","2013-09-30","2013-10-05",8,1,8
"SO66908","276","5336","2013-09-23","2013-09-30","2013-10-05",22,1,22
"SO66908","268","5336","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66908","269","5336","2013-09-23","2013-09-30","2013-10-05",10,1,10
"SO66909","276","4175","2013-09-23","2013-09-30","2013-10-05",22,1,22
"SO66909","268","4175","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66909","269","4175","2013-09-23","2013-09-30","2013-10-05",10,1,10
"SO66909","278","4175","2013-09-23","2013-09-30","2013-10-05",55,1,55
"SO66909","275","4175","2013-09-23","2013-09-30","2013-10-05",8,1,8
"SO66910","326","8075","2013-09-23","2013-09-30","2013-10-05",25,1,25
"SO66910","319","8075","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66911","268","13870","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66911","8","13870","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66911","7","13870","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66911","6","13870","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66912","319","6101","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66912","326","6101","2013-09-23","2013-09-30","2013-10-05",25,1,25
"SO66912","276","6101","2013-09-23","2013-09-30","2013-10-05",22,1,22
"SO66912","13","6101","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66912","12","6101","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66912","11","6101","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66912","16","6101","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66912","15","6101","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66912","14","6101","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66913","268","10851","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66914","320","9919","2013-09-23","2013-09-30","2013-10-05",4,1,4
"SO66914","264","9919","2013-09-23","2013-09-30","2013-10-05",64,1,64
"SO66915","320","14651","2013-09-23","2013-09-30","2013-10-05",4,1,4
"SO66915","329","14651","2013-09-23","2013-09-30","2013-10-05",21,1,21
"SO66915","5","14651","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66915","4","14651","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66915","3","14651","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66916","328","834","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66916","254","834","2013-09-23","2013-09-30","2013-10-05",24,1,24
"SO66916","253","834","2013-09-23","2013-09-30","2013-10-05",24,1,24
"SO66917","276","3332","2013-09-23","2013-09-30","2013-10-05",22,1,22
"SO66917","13","3332","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66917","12","3332","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66917","11","3332","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66918","262","3270","2013-09-23","2013-09-30","2013-10-05",64,1,64
"SO66918","276","3270","2013-09-23","2013-09-30","2013-10-05",22,1,22
"SO66919","382","2719","2013-09-23","2013-09-30","2013-10-05",565,1,565
"SO66919","282","2719","2013-09-23","2013-09-30","2013-10-05",54,1,54
"SO66920","381","3754","2013-09-23","2013-09-30","2013-10-05",769,1,769
"SO66921","150","1884","2013-09-23","2013-09-30","2013-10-05",2295,1,2295
"SO66921","149","1884","2013-09-23","2013-09-30","2013-10-05",2295,1,2295
"SO66921","271","1884","2013-09-23","2013-09-30","2013-10-05",2,1,2
"SO66922","377","17529","2013-09-23","2013-09-30","2013-10-05",742,1,742
"SO66922","16","17529","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66922","15","17529","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66922","14","17529","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66923","354","4625","2013-09-23","2013-09-30","2013-10-05",2384,1,2384
"SO66923","332","4625","2013-09-23","2013-09-30","2013-10-05",29,1,29
"SO66923","321","4625","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66923","8","4625","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66923","7","4625","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66923","6","4625","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66924","373","4437","2013-09-23","2013-09-30","2013-10-05",1701,1,1701
"SO66925","173","14828","2013-09-23","2013-09-30","2013-10-05",1120,1,1120
"SO66925","172","14828","2013-09-23","2013-09-30","2013-10-05",1120,1,1120
"SO66925","281","14828","2013-09-23","2013-09-30","2013-10-05",54,1,54
"SO66926","181","14950","2013-09-23","2013-09-30","2013-10-05",1120,1,1120
"SO66926","180","14950","2013-09-23","2013-09-30","2013-10-05",1120,1,1120
"SO66926","279","14950","2013-09-23","2013-09-30","2013-10-05",54,1,54
"SO66926","16","14950","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66926","15","14950","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66926","14","14950","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66927","395","13169","2013-09-23","2013-09-30","2013-10-05",540,1,540
"SO66927","270","13169","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66927","268","13169","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66927","278","13169","2013-09-23","2013-09-30","2013-10-05",55,1,55
"SO66928","396","13175","2013-09-23","2013-09-30","2013-10-05",540,1,540
"SO66929","395","18182","2013-09-23","2013-09-30","2013-10-05",540,1,540
"SO66929","270","18182","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66929","268","18182","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66930","150","3327","2013-09-23","2013-09-30","2013-10-05",2295,1,2295
"SO66930","149","3327","2013-09-23","2013-09-30","2013-10-05",2295,1,2295
"SO66930","276","3327","2013-09-23","2013-09-30","2013-10-05",22,1,22
"SO66930","281","3327","2013-09-23","2013-09-30","2013-10-05",54,1,54
"SO66931","171","10419","2013-09-23","2013-09-30","2013-10-05",2443,1,2443
"SO66931","170","10419","2013-09-23","2013-09-30","2013-10-05",2443,1,2443
"SO66931","5","10419","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66931","4","10419","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66931","3","10419","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66932","171","10558","2013-09-23","2013-09-30","2013-10-05",2443,1,2443
"SO66932","170","10558","2013-09-23","2013-09-30","2013-10-05",2443,1,2443
"SO66933","366","15538","2013-09-23","2013-09-30","2013-10-05",2384,1,2384
"SO66933","5","15538","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66933","4","15538","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66933","3","15538","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66934","354","15539","2013-09-23","2013-09-30","2013-10-05",2384,1,2384
"SO66934","273","15539","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66935","395","12387","2013-09-23","2013-09-30","2013-10-05",540,1,540
"SO66935","272","12387","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66936","264","12147","2013-09-23","2013-09-30","2013-10-05",64,1,64
"SO66936","395","12147","2013-09-23","2013-09-30","2013-10-05",540,1,540
"SO66937","397","12521","2013-09-23","2013-09-30","2013-10-05",540,1,540
"SO66937","16","12521","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66937","15","12521","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66937","14","12521","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66938","396","13034","2013-09-23","2013-09-30","2013-10-05",540,1,540
"SO66938","8","13034","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66938","7","13034","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66938","6","13034","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66939","353","4624","2013-09-23","2013-09-30","2013-10-05",2384,1,2384
"SO66939","268","4624","2013-09-23","2013-09-30","2013-10-05",5,1,5
"SO66939","270","4624","2013-09-23","2013-09-30","2013-10-05",9,1,9
"SO66940","354","1341","2013-09-23","2013-09-30","2013-10-05",2384,1,2384
"SO66941","364","1343","2013-09-23","2013-09-30","2013-10-05",2384,1,2384
"SO66941","5","1343","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66941","4","1343","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66941","3","1343","2013-09-23","2013-09-30","2013-10-05",35,1,35
"SO66942","148","1396","2013-09-24","2013-10-01","2013-10-06",2320,1,2320
"SO66942","147","1396","2013-09-24","2013-10-01","2013-10-06",2320,1,2320
"SO66942","328","1396","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66942","5","1396","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66942","4","1396","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66942","3","1396","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66943","150","1522","2013-09-24","2013-10-01","2013-10-06",2295,1,2295
"SO66943","149","1522","2013-09-24","2013-10-01","2013-10-06",2295,1,2295
"SO66943","276","1522","2013-09-24","2013-10-01","2013-10-06",22,1,22
"SO66943","22","1522","2013-09-24","2013-10-01","2013-10-06",50,1,50
"SO66943","21","1522","2013-09-24","2013-10-01","2013-10-06",50,1,50
"SO66943","20","1522","2013-09-24","2013-10-01","2013-10-06",50,1,50
"SO66944","154","2821","2013-09-24","2013-10-01","2013-10-06",2295,1,2295
"SO66944","153","2821","2013-09-24","2013-10-01","2013-10-06",2295,1,2295
"SO66944","328","2821","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66945","148","6193","2013-09-24","2013-10-01","2013-10-06",2320,1,2320
"SO66945","147","6193","2013-09-24","2013-10-01","2013-10-06",2320,1,2320
"SO66945","276","6193","2013-09-24","2013-10-01","2013-10-06",22,1,22
"SO66945","5","6193","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66945","4","6193","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66945","3","6193","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66946","150","5298","2013-09-24","2013-10-01","2013-10-06",2295,1,2295
"SO66946","149","5298","2013-09-24","2013-10-01","2013-10-06",2295,1,2295
"SO66947","330","6302","2013-09-24","2013-10-01","2013-10-06",25,1,25
"SO66948","319","10228","2013-09-24","2013-10-01","2013-10-06",5,1,5
"SO66948","276","10228","2013-09-24","2013-10-01","2013-10-06",22,1,22
"SO66949","13","7257","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66949","12","7257","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66949","11","7257","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66950","19","363","2013-09-24","2013-10-01","2013-10-06",50,1,50
"SO66950","18","363","2013-09-24","2013-10-01","2013-10-06",50,1,50
"SO66950","17","363","2013-09-24","2013-10-01","2013-10-06",50,1,50
"SO66951","279","3523","2013-09-24","2013-10-01","2013-10-06",54,1,54
"SO66952","150","2846","2013-09-24","2013-10-01","2013-10-06",2295,1,2295
"SO66952","149","2846","2013-09-24","2013-10-01","2013-10-06",2295,1,2295
"SO66952","5","2846","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66952","4","2846","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66952","3","2846","2013-09-24","2013-10-01","2013-10-06",35,1,35
"SO66952","16","2846","2013-09-24","2013-10-01","2013-10-06",9,1,9
"SO66952","15","2846","2013-09-24","2013-10-01","2013-10-06",9,1,9
"SO66952","14","2846","2013-09-24","2013-10-01","2013-10-06",9,1,9
"SO66953","171","5534","2013-09-24","2013-10-01","2013-10-06",2443,1,2443
"SO66953","170","5534","2013-09-24","2013-10-01","2013-10-06",2443,1,2443
"SO66953","270","5534","2013-09-24","2013-10-01","2013-10-06",9,1,9
"SO66953","268","5534","2013-09-24","2013-10-01","2013-10-06",5,1,5
"SO66953","263","5534","2013-09-24","2013-10-01","2013-10-06",64,1,64
"SO66954","167","14776","2013-09-24","2013-10-01","2013-10-06",2443,1,2443
"SO66954","166","14776","2013-09-24","2013-10-01","2013-10-06",2443,1,2443
"SO66954","275","14776","2013-09-24","2013-10-01","2013-10-06",8,1,8
"SO66955","380","10667","2013-09-24","2013-10-01","2013-10-06",769,1,769
"SO66955","16","10667","2013-09-24","2013-10-01","2013-10-06",9,1,9
"SO66955","15","10667","2013-09-24","2013-10-01","2013-10-06",9,1,9
"SO66955","14","10667","2013-09-24","2013-10-01","2013-10-06",9,1,9
